01/22/2015-09:50:16.044577  [**] [1:2009247:3] ET SHELLCODE Rothenburg Shellcode [**] [Classification: Executable code was detected] [Priority: 1] {TCP} 149.171.126.16:80 -> 175.45.176.2:23357
01/22/2015-09:53:07.892126  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.10:25 -> 175.45.176.1:38874
01/22/2015-09:53:09.073787  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.15:110 -> 175.45.176.3:49433
01/22/2015-09:53:09.027705  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.9:1498
01/22/2015-09:53:10.127725  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.8:13023
01/22/2015-09:53:11.926688  [**] [1:2210044:2] SURICATA STREAM Packet with invalid timestamp [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:22 -> 59.166.0.6:4502
01/22/2015-09:53:11.926690  [**] [1:2210044:2] SURICATA STREAM Packet with invalid timestamp [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:22 -> 59.166.0.6:4502
01/22/2015-09:53:12.827598  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.2:22690
01/22/2015-09:53:13.228035  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.7:56678
01/22/2015-09:53:14.227669  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.5:13800
01/22/2015-09:53:14.827622  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.1:60601
01/22/2015-09:53:14.944096  [**] [1:2221029:1] SURICATA HTTP URI terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.3:56319 -> 149.171.126.5:80
01/22/2015-09:53:15.628172  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:21 -> 59.166.0.6:44552
01/22/2015-09:53:15.927621  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.9:13193
01/22/2015-09:53:16.427740  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.2:20569
01/22/2015-09:53:16.527580  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:143 -> 59.166.0.0:22315
01/22/2015-09:53:17.528825  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:143 -> 59.166.0.9:44806
01/22/2015-09:53:17.927866  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:25 -> 59.166.0.7:37797
01/22/2015-09:53:18.277838  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:143 -> 59.166.0.8:20404
01/22/2015-09:53:18.474818  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.9:61854
01/22/2015-09:53:19.424902  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:143 -> 59.166.0.6:45151
01/22/2015-09:53:19.427785  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.8:9112
01/22/2015-09:53:19.577366  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.19:110 -> 175.45.176.2:17498
01/22/2015-09:53:20.277914  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:143 -> 59.166.0.4:19781
01/22/2015-09:53:20.327709  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:21 -> 59.166.0.9:25369
01/22/2015-09:53:20.427766  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:21 -> 59.166.0.9:54288
01/22/2015-09:53:21.411069  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.10:25 -> 175.45.176.1:21975
01/22/2015-09:53:21.727662  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.4:63649
01/22/2015-09:53:21.928037  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.3:20810
01/22/2015-09:53:22.427811  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:21 -> 59.166.0.9:51565
01/22/2015-09:53:23.266439  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.10:25 -> 175.45.176.2:36776
01/22/2015-09:53:23.327712  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.7:34064
01/22/2015-09:53:23.203152  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.5:45813
01/22/2015-09:53:23.245168  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.7:37284
01/22/2015-09:53:23.642989  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:21 -> 59.166.0.5:36729
01/22/2015-09:53:24.027727  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.5:26079
01/22/2015-09:53:24.145763  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.7:31958
01/22/2015-09:53:24.327580  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:143 -> 59.166.0.8:31664
01/22/2015-09:53:24.627872  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:143 -> 59.166.0.1:3144
01/22/2015-09:53:24.878928  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.6:45249
01/22/2015-09:53:25.127911  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:25 -> 59.166.0.3:19438
01/22/2015-09:53:25.402884  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:143 -> 59.166.0.9:15768
01/22/2015-09:53:25.699133  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:21 -> 59.166.0.3:63858
01/22/2015-09:53:25.828047  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.9:56154
01/22/2015-09:53:26.127824  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.2:49505
01/22/2015-09:53:26.515049  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.3:31706
01/22/2015-09:53:26.712982  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:143 -> 59.166.0.7:42543
01/22/2015-09:53:27.127758  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.1:60391
01/22/2015-09:53:28.374999  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:143 -> 59.166.0.9:48880
01/22/2015-09:53:28.529359  [**] [1:2221029:1] SURICATA HTTP URI terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.7:45843 -> 149.171.126.9:80
01/22/2015-09:53:28.629100  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:21 -> 59.166.0.0:9783
01/22/2015-09:53:29.028883  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.7:16516
01/22/2015-09:53:29.227841  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.7:27222
01/22/2015-09:53:29.727680  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:21 -> 59.166.0.5:51921
01/22/2015-09:53:29.627864  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:25 -> 59.166.0.4:55046
01/22/2015-09:53:29.829388  [**] [1:2221029:1] SURICATA HTTP URI terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.9:50698 -> 149.171.126.4:80
01/22/2015-09:53:30.140969  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.4:9215
01/22/2015-09:53:30.610257  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:21 -> 59.166.0.6:11608
01/22/2015-09:53:30.827888  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.6:36195
01/22/2015-09:53:31.428068  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.9:54435
01/22/2015-09:53:31.695069  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.0:56440
01/22/2015-09:53:31.727656  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:21 -> 59.166.0.4:52358
01/22/2015-09:53:32.427897  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:143 -> 59.166.0.9:40324
01/22/2015-09:53:32.827884  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.4:19341
01/22/2015-09:53:33.449233  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.19:110 -> 175.45.176.3:60197
01/22/2015-09:53:33.487054  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:143 -> 59.166.0.3:29767
01/22/2015-09:53:33.927827  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:21 -> 59.166.0.3:42729
01/22/2015-09:53:35.226941  [**] [1:2210044:2] SURICATA STREAM Packet with invalid timestamp [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:22 -> 59.166.0.4:58315
01/22/2015-09:53:35.226944  [**] [1:2210044:2] SURICATA STREAM Packet with invalid timestamp [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:22 -> 59.166.0.4:58315
01/22/2015-09:53:35.928090  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:143 -> 59.166.0.1:39190
01/22/2015-09:53:36.328986  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.3:37481
01/22/2015-09:53:36.350583  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.13:25 -> 175.45.176.0:27068
01/22/2015-09:53:36.728225  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.1:61884
01/22/2015-09:53:37.127826  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:21 -> 59.166.0.3:3891
01/22/2015-09:53:37.427987  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.7:48232
01/22/2015-09:53:37.662193  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:21 -> 59.166.0.9:43862
01/22/2015-09:53:38.028983  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.2:15566
01/22/2015-09:53:38.619325  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.0:20746
01/22/2015-09:53:39.328096  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.6:43867
01/22/2015-09:53:39.528030  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.2:44397
01/22/2015-09:53:39.032288  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.3:58098
01/22/2015-09:53:39.828077  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:143 -> 59.166.0.1:13354
01/22/2015-09:53:40.364315  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.4:61320
01/22/2015-09:53:40.528030  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.1:54371
